ENSG00000228463  5.608e-01  0
ENSG00000228327  9.890e-01  0
ENSG00000241860  9.479e-01  0
ENSG00000227232  9.972e-01  0
ENSG00000279928  9.267e-01  0
ENSG00000279457  7.236e-01  0
ENSG00000269981  9.330e-01  0
ENSG00000268903  9.641e-01  0
ENSG00000238009  9.976e-01  0
ENSG00000187634  9.437e-01  0
ENSG00000187583  9.228e-01  0
ENSG00000228794  6.177e-01  0
ENSG00000237973  5.971e-01  0
ENSG00000239906  9.557e-01  0
ENSG00000225972  9.084e-01  0
ENSG00000188976  9.073e-01  0
ENSG00000248527  5.780e-01  0
ENSG00000229344  6.136e-01  0
ENSG00000162572  9.022e-01  0
ENSG00000237094  4.871e-01  0
ENSG00000230092  6.969e-01  0
ENSG00000187642  4.390e-01  0
ENSG00000272455  1.248e-01  0
ENSG00000230699  8.838e-01  0
ENSG00000230368  5.738e-01  0
ENSG00000215915  9.582e-01  0
ENSG00000225880  7.979e-01  0
ENSG00000188157  1.609e-01  0
ENSG00000177757  6.829e-01  0
ENSG00000160075  3.933e-01  0
ENSG00000186827  9.432e-01  0
ENSG00000162576  2.423e-01  0
ENSG00000272141  5.547e-01  0
ENSG00000223764  8.554e-01  0
ENSG00000223823  1.337e-01  0
ENSG00000234711  4.151e-01  0
ENSG00000230021  7.022e-01  0
ENSG00000237491  5.545e-01  0
ENSG00000229376  3.172e-01  0
ENSG00000107404  1.826e-01  1
ENSG00000160072  9.632e-01  0
ENSG00000184163  6.413e-01  0
ENSG00000188290  6.103e-01  0
ENSG00000187608  5.213e-01  0
ENSG00000260179  8.096e-01  0
ENSG00000187961  9.316e-01  0
ENSG00000205231  9.373e-01  0
ENSG00000131584  2.886e-01  0
ENSG00000179403  8.661e-01  0
ENSG00000186891  7.773e-01  0
ENSG00000224969  3.807e-01  0
ENSG00000272438  9.667e-01  0
ENSG00000169972  8.485e-01  0
ENSG00000175756  4.451e-01  0
ENSG00000217801  9.191e-01  0
ENSG00000225285  9.682e-01  0
ENSG00000230415  7.392e-01  0
ENSG00000237330  7.194e-01  0
ENSG00000078808  6.088e-01  0
ENSG00000273443  3.417e-01  0
ENSG00000205090  6.471e-01  0
ENSG00000272512  2.902e-01  0
ENSG00000127054  1.850e-01  0
ENSG00000131591  8.432e-02  0
ENSG00000269737  7.873e-01  0
ENSG00000224051  1.995e-01  0
ENSG00000162571  7.905e-01  0
ENSG00000169962  1.333e-01  0
ENSG00000160087  8.143e-01  0
ENSG00000240731  2.244e-01  0
ENSG00000224870  4.995e-01  0
ENSG00000221978  2.575e-01  0
ENSG00000242485  9.334e-01  0
ENSG00000235098  1.822e-01  0
ENSG00000169885  2.168e-01  0
ENSG00000197785  7.564e-01  0
ENSG00000176022  8.336e-01  0
ENSG00000225905  1.957e-01  0
ENSG00000215014  7.616e-01  0
ENSG00000215914  3.507e-01  0
ENSG00000008130  8.351e-01  0
ENSG00000228594  6.177e-01  0
ENSG00000272106  4.130e-01  0
ENSG00000223663  1.767e-01  0
ENSG00000197530  7.999e-01  0
ENSG00000189409  5.691e-01  0
ENSG00000078369  1.219e-01  0
ENSG00000233542  9.298e-01  0
ENSG00000205116  7.897e-01  0
ENSG00000248333  9.378e-01  0
ENSG00000182873  4.217e-01  0
ENSG00000157933  9.803e-01  0
ENSG00000067606  4.189e-01  0
ENSG00000272161  7.802e-01  0
ENSG00000162585  9.442e-01  0
ENSG00000269896  9.270e-01  0
ENSG00000187730  6.324e-01  0
ENSG00000178821  5.050e-01  0
ENSG00000231050  8.650e-01  0
ENSG00000225931  4.745e-02  0
ENSG00000228037  8.570e-02  0
ENSG00000157911  8.458e-01  0
ENSG00000215790  3.512e-01  0
ENSG00000157870  8.047e-01  0
ENSG00000189339  4.897e-01  0
ENSG00000008128  3.402e-01  0
ENSG00000227775  7.461e-01  0
ENSG00000272449  2.850e-01  0
ENSG00000142609  8.342e-01  0
ENSG00000157881  6.896e-01  0
ENSG00000157873  3.515e-01  0
ENSG00000157916  8.043e-01  0
ENSG00000272420  9.114e-01  0
ENSG00000271806  8.010e-01  0
ENSG00000177133  9.164e-01  0
ENSG00000234396  9.701e-01  0
ENSG00000149527  9.579e-01  0
ENSG00000215912  2.667e-01  0
ENSG00000238164  4.769e-02  0
ENSG00000142606  3.564e-01  0
ENSG00000229393  9.370e-01  0
ENSG00000224387  6.418e-01  0
ENSG00000116151  5.501e-01  0
ENSG00000130762  8.111e-01  0
ENSG00000283259  1.622e-01  0
ENSG00000130764  9.740e-02  0
ENSG00000116213  9.303e-01  0
ENSG00000158109  1.534e-01  0
ENSG00000226286  6.759e-01  0
ENSG00000235169  2.767e-02  0
ENSG00000272088  4.131e-01  0
ENSG00000142611  8.238e-01  0
ENSG00000227372  1.508e-01  0
ENSG00000272235  9.131e-01  0
ENSG00000236423  9.034e-01  0
ENSG00000116198  6.842e-01  0
ENSG00000272153  5.116e-01  0
ENSG00000162591  8.450e-01  0
ENSG00000238260  1.557e-01  0
ENSG00000279839  7.954e-01  0
ENSG00000266075  8.517e-02  0
ENSG00000078900  6.812e-01  0
ENSG00000169598  3.909e-01  1
ENSG00000227169  4.501e-01  0
ENSG00000198912  2.038e-01  0
ENSG00000162592  1.809e-01  0
ENSG00000196581  3.722e-01  0
ENSG00000226374  6.317e-01  0
ENSG00000233304  6.481e-01  0
ENSG00000235054  7.962e-02  0
ENSG00000232596  7.321e-01  0
ENSG00000236948  6.964e-01  0
ENSG00000260972  4.751e-01  0
ENSG00000116237  5.740e-01  0
ENSG00000158286  6.843e-01  0
ENSG00000225077  7.102e-01  0
ENSG00000069424  9.999e-01  0
ENSG00000215788  5.042e-01  0
ENSG00000162413  3.437e-01  0
ENSG00000187017  8.716e-01  0
ENSG00000041988  9.770e-01  0
ENSG00000131697  4.969e-01  0
ENSG00000226944  6.492e-01  0
ENSG00000171680  7.305e-01  0
ENSG00000116254  2.082e-01  0
ENSG00000158292  3.253e-01  0
ENSG00000097021  5.909e-01  0
ENSG00000162408  3.175e-01  0
ENSG00000116251  9.722e-01  0
ENSG00000229519  4.980e-01  0
ENSG00000204859  9.830e-01  0
ENSG00000116273  3.765e-01  0
ENSG00000173662  4.085e-01  0
ENSG00000171735  3.408e-01  0
ENSG00000069812  9.517e-01  0
ENSG00000231868  9.007e-01  0
ENSG00000007923  4.935e-01  0
ENSG00000228750  3.482e-01  0
ENSG00000269978  9.353e-02  0
ENSG00000049245  9.332e-01  0
ENSG00000049246  1.939e-01  0
ENSG00000270035  1.154e-01  0
ENSG00000116288  6.556e-01  1
ENSG00000238290  4.517e-01  0
ENSG00000225126  9.013e-01  0
ENSG00000227634  9.415e-01  0
ENSG00000270171  2.594e-02  0
ENSG00000049247  7.624e-01  0
ENSG00000237728  6.838e-01  0
ENSG00000269925  3.476e-01  0
ENSG00000049249  9.445e-01  0
ENSG00000236266  2.363e-01  0
ENSG00000116285  9.116e-01  0
ENSG00000232912  9.697e-01  0
ENSG00000162426  7.225e-01  0
ENSG00000142583  8.655e-01  0
ENSG00000180758  4.756e-01  0
ENSG00000049239  1.608e-01  0
ENSG00000142599  6.735e-01  0
ENSG00000131686  3.633e-01  0
ENSG00000230679  1.404e-01  0
ENSG00000074800  1.578e-01  0
ENSG00000236269  2.827e-01  0
ENSG00000232208  8.556e-01  0
ENSG00000265141  9.146e-01  0
ENSG00000281937  6.189e-02  0
ENSG00000238249  1.565e-01  0
ENSG00000228526  5.096e-02  0
ENSG00000171612  3.247e-01  0
ENSG00000171603  9.356e-01  0
ENSG00000178585  8.704e-01  0
ENSG00000171621  9.258e-01  0
ENSG00000173614  9.565e-01  0
ENSG00000228150  8.857e-01  0
ENSG00000234546  1.359e-01  0
ENSG00000197241  4.312e-01  0
ENSG00000188807  5.891e-01  0
ENSG00000235263  9.232e-01  0
ENSG00000231789  9.252e-01  0
ENSG00000054523  9.841e-01  0
ENSG00000171608  7.116e-01  0
ENSG00000162444  8.396e-01  0
ENSG00000179840  4.528e-01  0
ENSG00000130939  7.138e-01  1
ENSG00000160049  2.994e-01  0
ENSG00000241563  8.492e-01  0
ENSG00000175279  8.722e-01  0
ENSG00000202415  2.696e-01  0
ENSG00000162441  9.623e-01  0
ENSG00000142657  8.625e-01  0
ENSG00000280113  5.491e-01  0
ENSG00000116649  7.781e-01  0
ENSG00000271895  4.011e-01  0
ENSG00000230337  9.414e-01  0
ENSG00000272078  8.434e-01  0
ENSG00000009724  3.559e-01  0
ENSG00000120948  3.748e-01  0
ENSG00000130940  4.307e-01  0
ENSG00000175262  9.462e-01  0
ENSG00000142655  3.413e-01  0
ENSG00000271989  9.601e-01  0
ENSG00000215785  7.944e-01  0
ENSG00000171824  7.267e-01  0
ENSG00000120942  7.544e-01  0
ENSG00000162490  9.459e-01  0
ENSG00000132879  8.362e-01  0
ENSG00000198793  3.116e-01  0
ENSG00000116670  7.670e-01  0
ENSG00000226849  2.029e-01  0
ENSG00000116663  7.222e-01  0
ENSG00000171819  5.847e-01  0
ENSG00000177674  9.688e-01  0
ENSG00000175206  8.543e-01  0
ENSG00000083444  9.006e-01  0
ENSG00000116685  6.944e-01  0
ENSG00000116688  7.943e-01  0
ENSG00000116691  8.863e-01  0
ENSG00000204624  7.299e-01  0
ENSG00000177000  6.311e-01  0
ENSG00000011021  4.997e-02  0
ENSG00000120937  7.514e-01  0
ENSG00000116661  8.373e-01  0
ENSG00000028137  5.442e-01  0
ENSG00000202461  7.016e-01  0
ENSG00000235643  1.938e-01  0
ENSG00000224904  3.175e-01  0
ENSG00000162496  4.925e-01  0
ENSG00000242349  9.340e-01  0
ENSG00000215910  2.788e-01  0
ENSG00000177553  7.736e-02  0
ENSG00000116721  2.116e-01  0
ENSG00000199347  3.656e-01  0
ENSG00000120949  1.262e-01  0
ENSG00000048707  8.753e-01  0
ENSG00000239149  7.571e-01  0
ENSG00000221340  6.160e-01  0
ENSG00000188984  9.066e-01  0
ENSG00000179172  6.262e-01  0
ENSG00000272482  4.505e-01  0
ENSG00000279804  9.441e-01  0
ENSG00000204518  7.604e-01  0
ENSG00000157330  1.201e-01  0
ENSG00000162494  8.669e-01  0
ENSG00000239810  8.430e-01  0
ENSG00000259961  9.568e-01  0
ENSG00000120952  5.596e-01  0
ENSG00000228338  6.937e-01  0
ENSG00000116731  6.133e-02  0
ENSG00000204481  3.814e-01  0
ENSG00000162493  9.939e-01  0
ENSG00000204480  6.372e-01  0
ENSG00000189337  6.314e-01  0
ENSG00000231606  4.217e-01  0
ENSG00000234593  9.276e-01  0
ENSG00000171729  9.095e-01  0
ENSG00000278480  5.428e-01  0
ENSG00000116771  7.477e-01  0
ENSG00000235084  2.313e-01  0
ENSG00000116786  3.582e-01  0
ENSG00000236045  7.988e-01  0
ENSG00000142621  1.966e-01  0
ENSG00000237301  2.372e-01  0
ENSG00000142634  8.662e-01  0
ENSG00000237938  2.794e-01  0
ENSG00000197312  1.685e-01  0
ENSG00000065526  1.790e-01  0
ENSG00000132906  4.212e-01  0
ENSG00000179743  2.520e-01  0
ENSG00000215704  8.369e-01  0
ENSG00000175147  5.144e-01  0
ENSG00000233485  2.989e-01  0
ENSG00000178715  9.626e-01  0
ENSG00000228140  7.754e-02  0
ENSG00000142615  7.993e-01  0
ENSG00000116138  7.244e-01  0
ENSG00000232456  2.433e-01  0
ENSG00000173641  3.368e-01  0
ENSG00000185519  8.617e-01  0
ENSG00000215720  7.233e-01  0
ENSG00000183888  9.764e-01  0
ENSG00000204464  2.567e-01  0
ENSG00000227959  6.273e-01  0
ENSG00000186510  2.290e-01  0
ENSG00000271742  2.025e-01  0
ENSG00000224621  3.628e-01  0
ENSG00000162461  6.500e-01  0
ENSG00000184908  4.624e-01  0
ENSG00000224321  1.340e-01  0
ENSG00000162458  7.869e-01  0
ENSG00000055070  4.386e-01  0
ENSG00000233929  5.483e-01  0
ENSG00000162438  7.328e-01  0
ENSG00000272510  5.657e-01  0
ENSG00000142627  8.539e-01  0
ENSG00000233954  2.475e-01  0
ENSG00000080947  7.631e-01  0
ENSG00000261135  5.237e-01  0
ENSG00000162460  2.731e-01  0
ENSG00000224459  2.864e-01  0
ENSG00000233421  9.854e-01  0
ENSG00000237276  9.870e-01  0
ENSG00000157191  7.870e-01  0
ENSG00000132881  6.091e-01  0
ENSG00000116809  6.956e-01  0
ENSG00000037637  6.878e-01  0
ENSG00000159363  9.054e-01  0
ENSG00000215908  5.202e-01  0
ENSG00000219481  7.888e-01  0
ENSG00000117118  9.431e-01  0
ENSG00000187144  8.019e-01  0
ENSG00000142632  9.492e-01  0
ENSG00000117115  9.343e-01  0
ENSG00000228549  9.076e-01  0
ENSG00000272426  7.544e-01  0
ENSG00000058453  9.378e-01  0
ENSG00000235241  9.359e-01  0
ENSG00000238142  9.281e-01  0
ENSG00000142623  5.399e-01  0
ENSG00000226029  9.574e-01  0
ENSG00000186301  8.551e-01  0
ENSG00000280114  6.968e-01  0
ENSG00000268869  8.837e-01  0
ENSG00000236698  7.300e-01  0
ENSG00000224174  2.464e-01  0
ENSG00000186715  5.322e-01  0
ENSG00000271732  6.012e-01  0
ENSG00000268991  3.175e-01  0
ENSG00000225710  4.470e-01  0
ENSG00000117122  8.725e-01  0
ENSG00000074964  1.171e-01  0
ENSG00000204362  8.676e-01  0
ENSG00000230239  7.362e-01  0
ENSG00000226526  5.231e-01  0
ENSG00000227684  4.244e-01  0
ENSG00000279151  7.884e-01  0
ENSG00000159339  8.856e-01  0
ENSG00000179051  4.500e-02  0
ENSG00000142619  5.036e-01  0
ENSG00000117154  5.126e-01  0
ENSG00000276747  1.308e-02  0
ENSG00000236648  9.131e-01  0
ENSG00000117148  1.376e-01  0
ENSG00000280222  9.805e-01  0
ENSG00000261781  7.905e-01  0
ENSG00000159423  6.587e-01  0
ENSG00000169991  4.072e-01  0
ENSG00000230035  1.630e-01  0
ENSG00000211454  3.297e-01  0
ENSG00000053372  5.767e-01  0
ENSG00000053371  8.905e-01  0
ENSG00000162482  1.718e-01  0
ENSG00000270728  4.287e-01  0
ENSG00000179023  1.007e-01  0
ENSG00000040487  2.561e-01  0
ENSG00000127481  8.851e-01  0
ENSG00000077549  9.081e-01  0
ENSG00000009709  3.216e-01  0
ENSG00000158747  9.708e-01  0
ENSG00000173436  7.533e-01  0
ENSG00000272084  8.141e-01  0
ENSG00000226396  8.847e-01  0
ENSG00000127463  3.578e-01  0
ENSG00000179002  6.602e-01  0
ENSG00000162542  6.181e-01  0
ENSG00000230424  6.947e-01  0
ENSG00000235185  9.438e-01  0
ENSG00000227066  8.302e-01  0
ENSG00000162543  1.164e-02  0
ENSG00000188257  4.906e-02  0
ENSG00000127472  8.724e-01  0
ENSG00000225986  1.281e-02  0
ENSG00000235434  7.818e-01  0
ENSG00000236963  6.234e-01  0
ENSG00000158748  5.873e-01  0
ENSG00000169914  7.466e-01  0
ENSG00000158828  1.207e-01  0
ENSG00000117215  8.530e-01  0
ENSG00000187980  5.430e-01  0
ENSG00000183114  8.409e-02  0
ENSG00000117242  4.198e-02  0
ENSG00000127483  4.858e-02  0
ENSG00000178828  5.729e-01  0
ENSG00000162545  2.075e-01  0
ENSG00000244038  3.247e-01  0
ENSG00000189410  1.952e-01  0
ENSG00000090432  9.448e-01  0
ENSG00000158786  4.379e-01  0
ENSG00000158816  5.400e-01  0
ENSG00000117245  1.480e-01  0
ENSG00000228105  4.527e-01  0
ENSG00000158825  3.875e-03  0
ENSG00000231105  2.470e-01  0
ENSG00000117298  8.166e-01  0
ENSG00000075151  4.982e-02  0
ENSG00000233069  6.752e-01  0
ENSG00000236936  9.625e-01  0
ENSG00000142789  2.889e-01  0
ENSG00000090686  8.692e-01  0
ENSG00000187952  5.206e-01  0
ENSG00000162551  5.929e-01  0
ENSG00000070831  9.488e-02  0
ENSG00000076864  7.469e-01  0
ENSG00000187942  9.891e-01  0
ENSG00000227001  9.879e-01  0
ENSG00000271840  2.028e-01  0
ENSG00000162552  1.862e-01  0
ENSG00000142794  9.215e-01  0
ENSG00000233431  3.330e-01  0
ENSG00000271428  6.101e-01  0
ENSG00000142798  9.893e-01  0
ENSG00000237200  7.912e-01  0
ENSG00000219073  9.163e-01  0
ENSG00000070886  7.136e-01  0
ENSG00000159189  9.917e-01  0
ENSG00000230068  6.615e-01  0
ENSG00000218510  2.360e-01  0
ENSG00000133216  8.532e-01  0
ENSG00000173372  4.776e-01  0
ENSG00000283234  9.759e-01  0
