Gene1 -5.14982853894337 0
Gene2 -0.579377251833745 category_1
Gene3 -0.861044197551661 category_2
Gene4 0.972678342465014 category_1
Gene5 5.89695175149669 category_1
Gene6 1.38544567240945 0
Gene7 -1.48727036997846 category_2
Gene8 -0.172167855089143 category_3
Gene9 4.08675162571489 category_2
Gene10 0.370187867392622 0
Gene11 0.631771098256187 category_3
Gene12 -1.51060638460999 category_2
Gene13 0.573412811007648 category_3
Gene14 -0.187477986011177 0
Gene15 0.160333504261082 0
Gene16 -0.301107789757136 category_1
Gene17 0.723492227593343 0
Gene18 5.21362097926415 0
Gene19 -0.205747355411774 0
Gene20 -4.0034194337771 category_3
Gene21 1.63857111050823 category_1
Gene22 -2.12369731348779 category_1
Gene23 -1.68049868248995 category_3
Gene24 -3.81063316636655 category_3
Gene25 -0.399193233048252 category_3
Gene26 -3.19022620314376 category_1
Gene27 0.208301901568451 0
Gene28 0.950087524183905 0
Gene29 -1.64469397425036 0
Gene30 -6.76823442488462 0
Gene31 -0.789624617996003 category_3
Gene32 8.75037580174319 category_3
Gene33 0.370402753047859 category_1
Gene34 -5.62026238688328 category_3
Gene35 -0.00300897917551872 0
Gene36 -6.34862387791003 0
Gene37 1.53588507522316 category_3
Gene38 0.122631613017459 0
Gene39 -1.53485989629204 0
Gene40 -0.330945904107939 0
Gene41 0.850605108345301 0
Gene42 -0.559240368418086 0
Gene43 6.87986216853463 0
Gene44 0.166110425745111 0
Gene45 0.0101699502841988 0
Gene46 0.291839969825728 0
Gene47 0.623253302910967 0
Gene48 -1.03480756820665 category_2
Gene49 -5.50555227026686 0
Gene50 -2.14940906167147 category_1
Gene51 0.277739772967232 0
Gene52 0.502192168071631 category_2
Gene53 10.272763748236 category_3
Gene54 1.96094076576915 category_2
Gene55 -0.631086188099086 0
Gene56 1.16265562638377 0
Gene57 1.22379737078494 category_2
Gene58 -1.37114505876428 category_1
Gene59 -0.464620778888233 category_1
Gene60 -0.0296229875750547 0
Gene61 -9.72105133938922 category_1
Gene62 -4.80980429507775 category_2
Gene63 -0.127382582068925 category_2
Gene64 -0.554097232327917 0
Gene65 -0.764215525434538 category_1
Gene66 0.883461260043088 0
Gene67 5.08945276461599 category_1
Gene68 -1.24383960336302 category_1
Gene69 1.66347933790812 category_1
Gene70 1.12765731620513 category_2
Gene71 1.73935644676548 category_1
Gene72 -0.807325246498515 category_3
Gene73 -1.14394042275182 category_1
Gene74 -1.63922865464756 category_2
Gene75 -4.03630464590691 0
Gene76 11.4524191942575 category_2
Gene77 -0.576465118452862 category_2
Gene78 -0.171557769417892 category_3
Gene79 -0.462162464616413 category_2
Gene80 4.16341476730974 0
Gene81 0.324932684235192 category_2
Gene82 0.992339277816904 category_3
Gene83 0.906943845162034 category_2
Gene84 9.06965711633413 category_3
Gene85 -0.164064376808043 0
Gene86 -0.550868786455784 0
Gene87 -0.517299165073573 category_3
Gene88 5.15277140620858 category_1
Gene89 -5.10391808013588 category_1
Gene90 5.12856180327798 0
Gene91 6.78456536600567 category_2
Gene92 3.06242951458649 category_1
Gene93 1.820091660723 0
Gene94 0.645030397095548 category_1
Gene95 21.9876033522907 0
Gene96 -0.926467527652763 0
Gene97 8.22850559638504 category_3
Gene98 0.209533873781897 category_2
Gene99 -0.957484919284847 0
Gene100 11.9051230355107 category_2
Gene101 3.80791154684969 0
Gene102 1.10994842010572 0
Gene103 -0.0798288019228723 0
Gene104 -0.388196591349563 category_1
Gene105 0.657380402247021 0
Gene106 1.50028924753267 category_3
Gene107 -0.885381052775706 category_1
Gene108 -3.20016170736333 category_3
Gene109 -0.536880780411295 0
Gene110 8.9060761126935 category_2
Gene111 4.17275964753114 category_1
Gene112 -1.70319832673372 category_2
